study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Xu2022	all	58.0	NA	species	58.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	all	58.0	NA	ethnicity	58.0	NA	chinese	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	all	58.0	NA	sex	46.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	all	58.0	NA	sex	12.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	all	58.0	NA	healthy	16.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	all	58.0	NA	healthy	42.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	A	16.0	all	sex	16.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	A	16.0	all	healthy	16.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	A	16.0	all	age	16.0	NA	NA	29.2	NA	5.6	NA	22.0	41.0	yr	NA
Xu2022	A	16.0	all	weight	16.0	NA	NA	65.8	NA	7.01	NA	55.0	79.0	kg	NA
Xu2022	A	16.0	all	height	16.0	NA	NA	169.97	NA	4.34	NA	158.0	177.0	cm	NA
Xu2022	A	16.0	all	bmi	16.0	NA	NA	22.77	NA	2.01	NA	19.9	27.3	kg/m^2	NA
Xu2022	B	42.0	all	sex	30.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	B	42.0	all	sex	12.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	B	42.0	all	healthy	42.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	B	42.0	all	age	42.0	NA	NA	55.8	NA	9.1	NA	24.0	70.0	yr	NA
Xu2022	B	42.0	all	weight	42.0	NA	NA	71.9	NA	9.94	NA	50.5	90.5	kg	NA
Xu2022	B	42.0	all	height	42.0	NA	NA	166.35	NA	7.18	NA	148.0	176.6	cm	NA
Xu2022	B	42.0	all	bmi	42.0	NA	NA	25.9	NA	2.59	NA	21.4	32.3	kg/m^2	NA
Xu2022	B	42.0	all	hba1c	42.0	NA	NA	7.46	NA	0.98	NA	5.8	9.8	percent	NA
Xu2022	Bplac	10.0	B	sex	7.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	Bplac	10.0	B	sex	3.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	Bplac	10.0	B	healthy	10.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	Bplac	10.0	B	age	10.0	NA	NA	51.8	NA	8.3	NA	39.0	63.0	yr	NA
Xu2022	Bplac	10.0	B	weight	10.0	NA	NA	76.0	NA	9.69	NA	61.0	90.1	kg	NA
Xu2022	Bplac	10.0	B	height	10.0	NA	NA	167.71	NA	5.51	NA	160.0	175.1	cm	NA
Xu2022	Bplac	10.0	B	bmi	10.0	NA	NA	26.93	NA	2.17	NA	23.8	29.8	kg/m^2	NA
Xu2022	Bplac	10.0	B	hba1c	10.0	NA	NA	7.29	NA	0.93	NA	5.8	8.8	percent	NA
Xu2022	B05	11.0	B	sex	8.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	B05	11.0	B	sex	3.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	B05	11.0	B	healthy	11.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	B05	11.0	B	age	11.0	NA	NA	58.2	NA	4.2	NA	50.0	64.0	yr	NA
Xu2022	B05	11.0	B	weight	11.0	NA	NA	70.7	NA	8.42	NA	57.5	85.0	kg	NA
Xu2022	B05	11.0	B	height	11.0	NA	NA	166.36	NA	6.87	NA	156.0	176.0	cm	NA
Xu2022	B05	11.0	B	bmi	11.0	NA	NA	25.5	NA	2.01	NA	22.9	29.0	kg/m^2	NA
Xu2022	B05	11.0	B	hba1c	11.0	NA	NA	6.92	NA	0.82	NA	6.0	8.7	percent	NA
Xu2022	B075	11.0	B	sex	8.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	B075	11.0	B	sex	3.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	B075	11.0	B	healthy	11.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	B075	11.0	B	age	11.0	NA	NA	56.9	NA	13.1	NA	24.0	70.0	yr	NA
Xu2022	B075	11.0	B	weight	11.0	NA	NA	67.9	NA	11.82	NA	50.5	90.5	kg	NA
Xu2022	B075	11.0	B	height	11.0	NA	NA	164.15	NA	8.34	NA	148.0	176.6	cm	NA
Xu2022	B075	11.0	B	bmi	11.0	NA	NA	25.04	NA	2.86	NA	21.4	31.7	kg/m^2	NA
Xu2022	B075	11.0	B	hba1c	11.0	NA	NA	7.87	NA	1.1	NA	6.4	9.4	percent	NA
Xu2022	B15	10.0	B	sex	7.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	B15	10.0	B	sex	3.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	B15	10.0	B	healthy	10.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Xu2022	B15	10.0	B	age	10.0	NA	NA	55.8	NA	8.5	NA	43.0	66.0	yr	NA
Xu2022	B15	10.0	B	weight	10.0	NA	NA	73.4	NA	8.9	NA	62.0	90.0	kg	NA
Xu2022	B15	10.0	B	height	10.0	NA	NA	167.41	NA	8.08	NA	155.0	176.0	cm	NA
Xu2022	B15	10.0	B	bmi	10.0	NA	NA	26.25	NA	3.14	NA	21.5	32.3	kg/m^2	NA
Xu2022	B15	10.0	B	hba1c	10.0	NA	NA	7.79	NA	0.85	NA	6.8	9.8	percent	NA
