study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Grunberger2012	all	164.0	NA	species	164.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	all	164.0	NA	sex	74.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	all	164.0	NA	sex	90.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	all	164.0	NA	ethnicity	133.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	all	164.0	NA	ethnicity	23.0	NA	asian	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	all	164.0	NA	ethnicity	3.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	all	164.0	NA	ethnicity	5.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	all	164.0	NA	healthy	164.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	all	164.0	NA	disease	164.0	NA	t2dm	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	all	164.0	NA	medication	133.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	metformin
Grunberger2012	all	164.0	NA	medication	31.0	NA	N	NA	NA	NA	NA	NA	NA	NA	metformin
Grunberger2012	PLAC	32.0	all	age	32.0	NA	NA	55.0	NA	9.3	NA	NA	NA	yr	NA
Grunberger2012	PLAC	32.0	all	sex	18.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	PLAC	32.0	all	sex	14.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	PLAC	32.0	all	ethnicity	25.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	PLAC	32.0	all	ethnicity	5.0	NA	asian	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	PLAC	32.0	all	ethnicity	1.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	PLAC	32.0	all	ethnicity	1.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	PLAC	32.0	all	weight	32.0	NA	NA	90.9	NA	18.9	NA	NA	NA	kg	NA
Grunberger2012	PLAC	32.0	all	bmi	32.0	NA	NA	32.1	NA	5.2	NA	NA	NA	kg/m^2	NA
Grunberger2012	PLAC	32.0	all	hba1c	32.0	NA	NA	7.4	NA	0.6	NA	NA	NA	percent	NA
Grunberger2012	PLAC	32.0	all	medication	26.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	metformin
Grunberger2012	PLAC	32.0	all	medication	6.0	NA	N	NA	NA	NA	NA	NA	NA	NA	metformin
Grunberger2012	PLAC	32.0	all	blood pressure systolic	32.0	NA	NA	128.5	NA	12.3	NA	NA	NA	mmHg	NA
Grunberger2012	PLAC	32.0	all	blood pressure diastolic	32.0	NA	NA	77.9	NA	10.5	NA	NA	NA	mmHg	NA
Grunberger2012	DUL01	35.0	all	age	35.0	NA	NA	56.3	NA	9.2	NA	NA	NA	yr	NA
Grunberger2012	DUL01	35.0	all	sex	11.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL01	35.0	all	sex	24.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL01	35.0	all	ethnicity	29.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL01	35.0	all	ethnicity	4.0	NA	asian	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL01	35.0	all	ethnicity	1.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL01	35.0	all	ethnicity	1.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL01	35.0	all	weight	35.0	NA	NA	87.1	NA	17.3	NA	NA	NA	kg	NA
Grunberger2012	DUL01	35.0	all	bmi	35.0	NA	NA	32.9	NA	4.8	NA	NA	NA	kg/m^2	NA
Grunberger2012	DUL01	35.0	all	hba1c	35.0	NA	NA	7.1	NA	0.6	NA	NA	NA	percent	NA
Grunberger2012	DUL01	35.0	all	medication	28.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	metformin
Grunberger2012	DUL01	35.0	all	medication	7.0	NA	N	NA	NA	NA	NA	NA	NA	NA	metformin
Grunberger2012	DUL01	35.0	all	blood pressure systolic	35.0	NA	NA	130.7	NA	15.9	NA	NA	NA	mmHg	NA
Grunberger2012	DUL01	35.0	all	blood pressure diastolic	35.0	NA	NA	77.1	NA	9.9	NA	NA	NA	mmHg	NA
Grunberger2012	DUL05	34.0	all	age	34.0	NA	NA	56.9	NA	9.1	NA	NA	NA	yr	NA
Grunberger2012	DUL05	34.0	all	sex	16.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL05	34.0	all	sex	18.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL05	34.0	all	ethnicity	28.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL05	34.0	all	ethnicity	5.0	NA	asian	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL05	34.0	all	ethnicity	1.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL05	34.0	all	weight	32.0	NA	NA	90.2	NA	21.3	NA	NA	NA	kg	NA
Grunberger2012	DUL05	34.0	all	bmi	32.0	NA	NA	86.9	NA	17.0	NA	NA	NA	kg/m^2	NA
Grunberger2012	DUL05	34.0	all	hba1c	32.0	NA	NA	7.2	NA	0.6	NA	NA	NA	percent	NA
Grunberger2012	DUL05	34.0	all	medication	28.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	metformin
Grunberger2012	DUL05	34.0	all	medication	6.0	NA	N	NA	NA	NA	NA	NA	NA	NA	metformin
Grunberger2012	DUL05	34.0	all	blood pressure systolic	32.0	NA	NA	129.6	NA	16.1	NA	NA	NA	mmHg	NA
Grunberger2012	DUL05	34.0	all	blood pressure diastolic	32.0	NA	NA	75.7	NA	8.9	NA	NA	NA	mmHg	NA
Grunberger2012	DUL10	34.0	all	age	34.0	NA	NA	57.2	NA	8.8	NA	NA	NA	yr	NA
Grunberger2012	DUL10	34.0	all	sex	16.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL10	34.0	all	sex	18.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Grunberger2012	DUL10	34.0	all	ethnicity	26.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
