study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	ci	se	cv	unit	comments
Pratley2018	SEM05	301.0	SEM05	hba1c	NA	plasma	NR	hba1c_SEM05	0.0	hr	8.22716488730723	NA	NA	NA	NA	NA	NA	NA	percent	NA
Pratley2018	SEM05	301.0	SEM05	hba1c	NA	plasma	NR	hba1c_SEM05	672.0	hr	7.74080664294187	NA	NA	NA	0.315007472817532	0.0355871886121015	NA	NA	percent	NA
Pratley2018	SEM05	301.0	SEM05	hba1c	NA	plasma	NR	hba1c_SEM05	1344.0	hr	7.24258600237247	NA	NA	NA	0.735017436574257	0.0830367734282387	NA	NA	percent	NA
Pratley2018	SEM05	301.0	SEM05	hba1c	NA	plasma	NR	hba1c_SEM05	2016.0	hr	6.94306049822064	NA	NA	NA	0.682516191104479	0.0771055753262004	NA	NA	percent	NA
Pratley2018	SEM05	301.0	SEM05	hba1c	NA	plasma	NR	hba1c_SEM05	2688.0	hr	6.74436536180308	NA	NA	NA	0.735017436574273	0.0830367734282405	NA	NA	percent	NA
Pratley2018	SEM05	301.0	SEM05	hba1c	NA	plasma	NR	hba1c_SEM05	4704.0	hr	6.69098457888493	NA	NA	NA	0.840019927513324	0.0948991696322601	NA	NA	percent	NA
Pratley2018	SEM05	301.0	SEM05	hba1c	NA	plasma	NR	hba1c_SEM05	6720.0	hr	6.72360616844602	NA	NA	NA	0.892521172982948	0.100830367734281	NA	NA	percent	NA
Pratley2018	SEM10	300.0	SEM10	hba1c	NA	plasma	NR	hba1c_SEM10	0.0	hr	8.22716488730723	NA	NA	NA	NA	NA	NA	NA	percent	NA
Pratley2018	SEM10	300.0	SEM10	hba1c	NA	plasma	NR	hba1c_SEM10	672.0	hr	7.7526690391459	NA	NA	NA	0.524139615431013	0.0593119810201603	NA	NA	percent	NA
Pratley2018	SEM10	300.0	SEM10	hba1c	NA	plasma	NR	hba1c_SEM10	1344.0	hr	7.28113879003558	NA	NA	NA	0.68138150006042	0.07710557532622	NA	NA	percent	NA
Pratley2018	SEM10	300.0	SEM10	hba1c	NA	plasma	NR	hba1c_SEM10	2016.0	hr	6.8570581257414	NA	NA	NA	0.68138150006042	0.07710557532622	NA	NA	percent	NA
Pratley2018	SEM10	300.0	SEM10	hba1c	NA	plasma	NR	hba1c_SEM10	2688.0	hr	6.60498220640569	NA	NA	NA	0.838623384689637	0.0948991696322583	NA	NA	percent	NA
Pratley2018	SEM10	300.0	SEM10	hba1c	NA	plasma	NR	hba1c_SEM10	4704.0	hr	6.47449584816132	NA	NA	NA	0.838623384689653	0.0948991696322601	NA	NA	percent	NA
Pratley2018	SEM10	300.0	SEM10	hba1c	NA	plasma	NR	hba1c_SEM10	6720.0	hr	6.44780545670225	NA	NA	NA	0.995865269319062	0.11269276393832	NA	NA	percent	NA
Pratley2018	DUL075	299.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	0.0	hr	8.22716488730723	NA	NA	NA	NA	NA	NA	NA	percent	NA
Pratley2018	DUL075	299.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	672.0	hr	7.63997627520759	NA	NA	NA	0.366285724152521	0.0415183867141202	NA	NA	percent	NA
Pratley2018	DUL075	299.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	1344.0	hr	7.28113879003558	NA	NA	NA	0.627918384261407	0.0711743772241995	NA	NA	percent	NA
Pratley2018	DUL075	299.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	2016.0	hr	7.09727164887307	NA	NA	NA	0.680244916283225	0.07710557532622	NA	NA	percent	NA
Pratley2018	DUL075	299.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	2688.0	hr	6.99347568208778	NA	NA	NA	0.732571448304855	0.0830367734282191	NA	NA	percent	NA
Pratley2018	DUL075	299.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	4704.0	hr	7.02609727164887	NA	NA	NA	0.889551044370313	0.100830367734281	NA	NA	percent	NA
Pratley2018	DUL075	299.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	6720.0	hr	7.11506524317912	NA	NA	NA	0.994204108413931	0.11269276393832	NA	NA	percent	NA
Pratley2018	DUL15	299.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	0.0	hr	8.22716488730723	NA	NA	NA	NA	NA	NA	NA	percent	NA
