study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	ci	se	cv	unit	comments
Wysham2014	EXEN	141.0	PLAC	hba1c	NA	plasma	NR	hba1c_PLAC	0.0	week	8.1	NA	NA	NA	1.3	NA	NA	NA	percent	NA
Wysham2014	EXEN	141.0	PLAC	hba1c	NA	plasma	NR	hba1c_PLAC	13.0	week	7.45224906435968	NA	NA	NA	0.7231443683418194	0.06089974190074976	NA	NA	percent	NA
Wysham2014	EXEN	141.0	PLAC	hba1c	NA	plasma	NR	hba1c_PLAC	26.0	week	7.53598611872565	NA	NA	NA	0.9943224289024158	0.08373705436596968	NA	NA	percent	NA
Wysham2014	EXEN	276.0	EXEN	hba1c	NA	plasma	NR	hba1c_EXEN	0.0	week	8.1	NA	NA	NA	1.3	NA	NA	NA	percent	NA
Wysham2014	EXEN	276.0	EXEN	hba1c	NA	plasma	NR	hba1c_EXEN	13.0	week	6.98408299725388	NA	NA	NA	0.8852743847846485	0.053287256013639706	NA	NA	percent	NA
Wysham2014	EXEN	276.0	EXEN	hba1c	NA	plasma	NR	hba1c_EXEN	26.0	week	6.99169548314098	NA	NA	NA	0.8220391217693633	0.04948094047204066	NA	NA	percent	NA
Wysham2014	EXEN	276.0	EXEN	hba1c	NA	plasma	NR	hba1c_EXEN	39.0	week	7.11349482174638	NA	NA	NA	1.1382082003100213	0.06851208259177	NA	NA	percent	NA
Wysham2014	EXEN	276.0	EXEN	hba1c	NA	plasma	NR	hba1c_EXEN	52.0	week	7.18200690433815	NA	NA	NA	1.2014434633249966	0.07231839813335039	NA	NA	percent	NA
Wysham2014	DUL075	280.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	0.0	week	8.1	NA	NA	NA	1.2	NA	NA	NA	percent	NA
Wysham2014	DUL075	280.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	13.0	week	6.69861586545813	NA	NA	NA	0.8279769289608068	0.04948108566813936	NA	NA	percent	NA
Wysham2014	DUL075	280.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	26.0	week	6.69861586545813	NA	NA	NA	0.8916663406059975	0.053287256013639706	NA	NA	percent	NA
Wysham2014	DUL075	280.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	39.0	week	6.85467131795746	NA	NA	NA	1.0190451638965423	0.06089959670465017	NA	NA	percent	NA
Wysham2014	DUL075	280.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	52.0	week	6.91937708500762	NA	NA	NA	1.082737005137347	0.06470591224625988	NA	NA	percent	NA
Wysham2014	DUL15	279.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	0.0	week	8.1	NA	NA	NA	1.3	NA	NA	NA	percent	NA
Wysham2014	DUL15	279.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	13.0	week	6.48546713179574	NA	NA	NA	0.8264922257457668	0.04948079527594995	NA	NA	percent	NA
Wysham2014	DUL15	279.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	26.0	week	6.47785450071255	NA	NA	NA	0.9536482339028407	0.057093426359140054	NA	NA	percent	NA
Wysham2014	DUL15	279.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	39.0	week	6.5463667285004	NA	NA	NA	1.0807993915543759	0.0647057670501594	NA	NA	percent	NA
Wysham2014	DUL15	279.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	52.0	week	6.60346015485955	NA	NA	NA	1.0807993915543759	0.0647057670501594	NA	NA	percent	NA
