study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	ci	se	cv	unit	comments
Wysham2014	EXEN	141.0	PLAC	concentration change absolute	glucose	plasma	NR	fpg_change_PLAC	0.0	week	0.0	NA	NA	NA	NA	NA	NA	NA	mmol/l	NA
Wysham2014	EXEN	141.0	PLAC	concentration change absolute	glucose	plasma	NR	fpg_change_PLAC	2.0	week	-0.249323365332417	NA	NA	NA	1.6424976405341514	NA	0.13832325433230602	NA	mmol/l	NA
Wysham2014	EXEN	141.0	PLAC	concentration change absolute	glucose	plasma	NR	fpg_change_PLAC	4.0	week	-0.08538470076931569	NA	NA	NA	1.6424964802323914	NA	0.1383231566172704	NA	mmol/l	NA
Wysham2014	EXEN	141.0	PLAC	concentration change absolute	glucose	plasma	NR	fpg_change_PLAC	8.0	week	-0.18272324010332944	NA	NA	NA	1.8249968626816118	NA	0.15369246138476894	NA	mmol/l	NA
Wysham2014	EXEN	141.0	PLAC	concentration change absolute	glucose	plasma	NR	fpg_change_PLAC	13.0	week	-0.5720774951544177	NA	NA	NA	2.0074960848290693	NA	0.16906166843723164	NA	mmol/l	NA
Wysham2014	EXEN	141.0	PLAC	concentration change absolute	glucose	plasma	NR	fpg_change_PLAC	26.0	week	-0.25956947079571374	NA	NA	NA	2.0074960848290697	NA	0.16906166843723167	NA	mmol/l	NA
Wysham2014	EXEN	276.0	EXEN	concentration change absolute	glucose	plasma	NR	fpg_change_EXEN	0.0	week	0.0	NA	NA	NA	NA	NA	NA	NA	mmol/l	NA
Wysham2014	EXEN	276.0	EXEN	concentration change absolute	glucose	plasma	NR	fpg_change_EXEN	2.0	week	-1.0792626958961815	NA	NA	NA	1.787333602241937	NA	0.10758484022737824	NA	mmol/l	NA
Wysham2014	EXEN	276.0	EXEN	concentration change absolute	glucose	plasma	NR	fpg_change_EXEN	4.0	week	-1.0895088990745143	NA	NA	NA	1.6171108905911367	NA	0.09733863704905099	NA	mmol/l	NA
Wysham2014	EXEN	276.0	EXEN	concentration change absolute	glucose	plasma	NR	fpg_change_EXEN	8.0	week	-1.3507860052565934	NA	NA	NA	1.7022206230525008	NA	0.10246164092318244	NA	mmol/l	NA
