study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	ci	se	cv	unit	comments
Wysham2014	EXEN	141.0	PLAC	hba1c (change)	NA	plasma	NR	hba1c_change_PLAC	0.0	week	0.0	NA	NA	NA	NA	NA	NA	NA	percent	NA
Wysham2014	EXEN	141.0	PLAC	hba1c (change)	NA	plasma	NR	hba1c_change_PLAC	26.0	week	-0.46	NA	NA	NA	0.9695564477330634	NA	0.08165138250408294	NA	percent	NA
Wysham2014	EXEN	276.0	EXEN	hba1c (change)	NA	plasma	NR	hba1c_change_EXEN	0.0	week	0.0	NA	NA	NA	NA	NA	NA	NA	percent	NA
Wysham2014	EXEN	276.0	EXEN	hba1c (change)	NA	plasma	NR	hba1c_change_EXEN	26.0	week	-0.99	NA	NA	NA	1.056237162341387	NA	0.06357800592467999	NA	percent	NA
Wysham2014	EXEN	276.0	EXEN	hba1c (change)	NA	plasma	NR	hba1c_change_EXEN	52.0	week	-0.8	NA	NA	NA	1.3595427262003534	NA	0.08183485545009095	NA	percent	NA
Wysham2014	DUL075	280.0	DUL075	hba1c (change)	NA	plasma	NR	hba1c_change_DUL075	0.0	week	0.0	NA	NA	NA	NA	NA	NA	NA	percent	NA
Wysham2014	DUL075	280.0	DUL075	hba1c (change)	NA	plasma	NR	hba1c_change_DUL075	26.0	week	-1.3	NA	NA	NA	1.0715403276342446	NA	0.06403678278219993	NA	percent	NA
Wysham2014	DUL075	280.0	DUL075	hba1c (change)	NA	plasma	NR	hba1c_change_DUL075	52.0	week	-1.07	NA	NA	NA	1.3279112559171966	NA	0.07935787618646994	NA	percent	NA
Wysham2014	DUL15	279.0	DUL15	hba1c (change)	NA	plasma	NR	hba1c_change_DUL15	0.0	week	0.0	NA	NA	NA	NA	NA	NA	NA	percent	NA
Wysham2014	DUL15	279.0	DUL15	hba1c (change)	NA	plasma	NR	hba1c_change_DUL15	26.0	week	-1.51	NA	NA	NA	1.0374463000376932	NA	0.062110285351610006	NA	percent	NA
Wysham2014	DUL15	279.0	DUL15	hba1c (change)	NA	plasma	NR	hba1c_change_DUL15	52.0	week	-1.36	NA	NA	NA	1.3914326034609728	NA	0.0833028909981699	NA	percent	NA
