study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	ci	se	cv	unit	comments
Nauck2014	PLAC	177.0	PLAC	hba1c	NA	plasma	NR	hba1c_PLAC	0.0	week	8.09647059913292	NA	NA	NA	0.406950943161974	NA	0.0305883060019703	NA	percent	NA
Nauck2014	PLAC	177.0	PLAC	hba1c	NA	plasma	NR	hba1c_PLAC	4.0	week	8.08941177585694	NA	NA	NA	0.438254310721996	NA	0.0329412111909306	NA	percent	NA
Nauck2014	PLAC	177.0	PLAC	hba1c	NA	plasma	NR	hba1c_PLAC	8.0	week	8.16235302151478	NA	NA	NA	0.719987484714887	NA	0.0541175733097692	NA	percent	NA
Nauck2014	PLAC	177.0	PLAC	hba1c	NA	plasma	NR	hba1c_PLAC	12.0	week	8.15294118534075	NA	NA	NA	0.813900453347569	NA	0.0611765042948402	NA	percent	NA
Nauck2014	PLAC	177.0	PLAC	hba1c	NA	plasma	NR	hba1c_PLAC	26.0	week	7.98352942671726	NA	NA	NA	1.09563506031686	NA	0.0823529741227809	NA	percent	NA
Nauck2014	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	0.0	week	8.08470596547902	NA	NA	NA	1.3363386108314	NA	0.0752941508468101	NA	percent	NA
Nauck2014	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	4.0	week	7.67764712066122	NA	NA	NA	0.334085130619431	NA	0.0188235646389696	NA	percent	NA
Nauck2014	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	8.0	week	7.4870587845007	NA	NA	NA	0.626408425132299	NA	0.0352941163798901	NA	percent	NA
Nauck2014	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	12.0	week	7.36941180170712	NA	NA	NA	0.87697179518529	NA	0.0494117629318502	NA	percent	NA
Nauck2014	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	26.0	week	7.3764706249831	NA	NA	NA	0.876971795185274	NA	0.0494117629318493	NA	percent	NA
Nauck2014	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	39.0	week	7.52470591377865	NA	NA	NA	1.08577524077841	NA	0.06117650429485	NA	percent	NA
Nauck2014	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	52.0	week	7.5741176767105	NA	NA	NA	1.04401531631836	NA	0.0588235991058799	NA	percent	NA
Nauck2014	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	0.0	week	8.19764713789467	NA	NA	NA	0.899574022206563	NA	0.0517646681208195	NA	percent	NA
Nauck2014	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	4.0	week	7.46588231467276	NA	NA	NA	0.572459088707458	NA	0.0329413189000292	NA	percent	NA
Nauck2014	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	8.0	week	7.13647063359983	NA	NA	NA	0.654237354136069	NA	0.0376471292779508	NA	percent	NA
Nauck2014	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	12.0	week	6.93647056897437	NA	NA	NA	0.77690662406353	NA	0.0447059525539304	NA	percent	NA
Nauck2014	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	26.0	week	6.94117659477048	NA	NA	NA	0.940463154920675	NA	0.0541175733097692	NA	percent	NA
Nauck2014	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	39.0	week	6.98588233190622	NA	NA	NA	0.940466898489704	NA	0.05411778872796	NA	percent	NA
Nauck2014	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	52.0	week	7.08235306029005	NA	NA	NA	1.10402342934705	NA	0.0635294094838104	NA	percent	NA
Nauck2014	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	0.0	week	8.12705890513489	NA	NA	NA	NA	NA	NA	NA	percent	NA
Nauck2014	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	4.0	week	7.35999996553309	NA	NA	NA	NA	NA	NA	NA	percent	NA
Nauck2014	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	8.0	week	6.97176468535426	NA	NA	NA	NA	NA	NA	NA	percent	NA
Nauck2014	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	12.0	week	6.771764836147	NA	NA	NA	0.779471161484575	NA	0.0447057371357307	NA	percent	NA
Nauck2014	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	26.0	week	6.72470587069501	NA	NA	NA	0.984598314249743	NA	0.0564705862078307	NA	percent	NA
Nauck2014	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	39.0	week	6.84000005600873	NA	NA	NA	0.984598314249558	NA	0.0564705862078201	NA	percent	NA
Nauck2014	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	52.0	week	6.82823542235483	NA	NA	NA	1.10767310353081	NA	0.0635294094838006	NA	percent	NA
