study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Nauck2014	PLAC	177.0	PLAC	concentration change absolute	glucose	plasma	NR	fpg_change_PLAC	0.0	week	0.0	NA	NA	NA	0.0	0.0	NA	mg/dl	NA
Nauck2014	PLAC	177.0	PLAC	concentration change absolute	glucose	plasma	NR	fpg_change_PLAC	2.0	week	4.29928673683679	NA	NA	NA	32.2333003585643	2.4228032183937	NA	mg/dl	NA
Nauck2014	PLAC	177.0	PLAC	concentration change absolute	glucose	plasma	NR	fpg_change_PLAC	4.0	week	0.950117246207028	NA	NA	NA	31.2852550925019	2.35154377253343	NA	mg/dl	NA
Nauck2014	PLAC	177.0	PLAC	concentration change absolute	glucose	plasma	NR	fpg_change_PLAC	8.0	week	4.94061685661863	NA	NA	NA	34.1293691918205	2.5653204791274	NA	mg/dl	NA
Nauck2014	PLAC	177.0	PLAC	concentration change absolute	glucose	plasma	NR	fpg_change_PLAC	12.0	week	-2.18527227585511	NA	NA	NA	35.0773927590142	2.63657829400082	NA	mg/dl	NA
Nauck2014	PLAC	177.0	PLAC	concentration change absolute	glucose	plasma	NR	fpg_change_PLAC	26.0	week	-8.81235018026754	NA	NA	NA	38.8695304255264	2.9216128154682	NA	mg/dl	NA
Nauck2014	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	0.0	week	0.0	NA	NA	NA	0.0	0.0	NA	mg/dl	NA
Nauck2014	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	2.0	week	-15.225651378086	NA	NA	NA	32.8826827552381	1.8527292824985	NA	mg/dl	NA
Nauck2014	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	4.0	week	-21.0688835329697	NA	NA	NA	30.3532812474741	1.7102136527516	NA	mg/dl	NA
Nauck2014	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	8.0	week	-19.7149622165589	NA	NA	NA	34.1474414034074	1.9239903593455	NA	mg/dl	NA
Nauck2014	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	12.0	week	-20.7125879346552	NA	NA	NA	37.9416015593426	2.1377670659395	NA	mg/dl	NA
Nauck2014	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	26.0	week	-17.4346795208726	NA	NA	NA	36.6769008054615	2.0665092510661	NA	mg/dl	NA
Nauck2014	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	39.0	week	-14.0855100302428	NA	NA	NA	43.0004624691589	2.4228015874069	NA	mg/dl	NA
Nauck2014	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	52.0	week	-16.0807582044618	NA	NA	NA	39.2063023132255	2.209024880813	NA	mg/dl	NA
