study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
FDAGBDR	DUL01IV	16.0	DUL01IV	concentration	dulaglutide	plasma	NR	dulaglutide_DUL01IV	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	ng/ml	NA
FDAGBDR	DUL01IV	16.0	DUL01IV	concentration	dulaglutide	plasma	NR	dulaglutide_DUL01IV	0.5	hr	18.167708541024	NA	NA	NA	NA	NA	NA	ng/ml	NA
FDAGBDR	DUL01IV	16.0	DUL01IV	concentration	dulaglutide	plasma	NR	dulaglutide_DUL01IV	1.0	hr	35.4037187610953	NA	NA	NA	7.9192402544853	NA	NA	ng/ml	NA
FDAGBDR	DUL01IV	16.0	DUL01IV	concentration	dulaglutide	plasma	NR	dulaglutide_DUL01IV	2.0	hr	35.4037187610953	NA	NA	NA	7.9192402544853	NA	NA	ng/ml	NA
FDAGBDR	DUL01IV	16.0	DUL01IV	concentration	dulaglutide	plasma	NR	dulaglutide_DUL01IV	4.0	hr	29.8136709980065	NA	NA	NA	5.5900655334173	NA	NA	ng/ml	NA
FDAGBDR	DUL01IV	16.0	DUL01IV	concentration	dulaglutide	plasma	NR	dulaglutide_DUL01IV	8.0	hr	28.4161412869058	NA	NA	NA	8.3850894149617	NA	NA	ng/ml	NA
FDAGBDR	DUL01IV	16.0	DUL01IV	concentration	dulaglutide	plasma	NR	dulaglutide_DUL01IV	12.0	hr	22.826093523817	NA	NA	NA	8.8509385754381	NA	NA	ng/ml	NA
FDAGBDR	DUL01IV	16.0	DUL01IV	concentration	dulaglutide	plasma	NR	dulaglutide_DUL01IV	24.0	hr	14.9068354990032	NA	NA	NA	3.2608730420207	NA	NA	ng/ml	NA
FDAGBDR	DUL01IV	16.0	DUL01IV	concentration	dulaglutide	plasma	NR	dulaglutide_DUL01IV	36.0	hr	11.6459624569825	NA	NA	NA	2.79502388154444	NA	NA	ng/ml	NA
FDAGBDR	DUL01IV	16.0	DUL01IV	concentration	dulaglutide	plasma	NR	dulaglutide_DUL01IV	48.0	hr	10.7142819063581	NA	NA	NA	3.2608730420207	NA	NA	ng/ml	NA
FDAGBDR	DUL01IV	16.0	DUL01IV	concentration	dulaglutide	plasma	NR	dulaglutide_DUL01IV	72.0	hr	8.85093857543806	NA	NA	NA	1.86336110124857	NA	NA	ng/ml	NA
FDAGBDR	DUL01IV	16.0	DUL01IV	concentration	dulaglutide	plasma	NR	dulaglutide_DUL01IV	120.0	hr	6.05589692356517	NA	NA	NA	1.8633433309201	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	1.0	hr	2.3291924913965	NA	NA	NA	7.9192580248137	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	2.0	hr	8.38508941496168	NA	NA	NA	19.0993890916483	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	4.0	hr	19.5652204817962	NA	NA	NA	27.0186293461337	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	8.0	hr	35.8695679215717	NA	NA	NA	31.6770143289266	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	12.0	hr	46.5838498279299	NA	NA	NA	36.801248472196	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	24.0	hr	67.0807508603504	NA	NA	NA	32.1428457190746	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	36.0	hr	75.4658402753121	NA	NA	NA	29.3478218375299	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	48.0	hr	78.2608641568565	NA	NA	NA	24.6894368547365	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	72.0	hr	69.8757747418948	NA	NA	NA	16.7701788299234	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	120.0	hr	51.2422348107229	NA	NA	NA	9.7826013557339	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	168.0	hr	36.3353993117196	NA	NA	NA	7.4534266346659	NA	NA	ng/ml	NA
FDAGBDR	DUL15SC	16.0	DUL15SC	concentration	dulaglutide	plasma	NR	dulaglutide_DUL15SC	336.0	hr	11.6459624569825	NA	NA	NA	5.5900655334172	NA	NA	ng/ml	NA
