study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Umpierrez2011	all	262.0	NA	species	262.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	all	262.0	NA	sex	133.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	all	262.0	NA	sex	129.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	all	262.0	NA	healthy	262.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	all	262.0	NA	disease	262.0	NA	t2dm	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	all	262.0	NA	medication	262.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	metformin, metformin+sulfonylurea, metformin+thiazolidinedione, metformin+dipeptidyl peptidase-IV, other
Umpierrez2011	PLAC	66.0	all	age	66.0	NA	NA	56.0	NA	12.0	NA	NA	NA	yr	NA
Umpierrez2011	PLAC	66.0	all	sex	29.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	PLAC	66.0	all	sex	37.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	PLAC	66.0	all	ethnicity	36.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	PLAC	66.0	all	ethnicity	26.0	NA	hispanic	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	PLAC	66.0	all	ethnicity	4.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	PLAC	66.0	all	bmi	66.0	NA	NA	33.9	NA	4.3	NA	NA	NA	kg/m^2	NA
Umpierrez2011	PLAC	66.0	all	weight	66.0	NA	NA	94.7	NA	15.0	NA	NA	NA	kg	NA
Umpierrez2011	PLAC	66.0	all	hba1c	66.0	NA	NA	7.5	NA	5.4	NA	NA	NA	percent	NA
Umpierrez2011	DUL0510	66.0	all	age	66.0	NA	NA	59.0	NA	12.0	NA	NA	NA	yr	NA
Umpierrez2011	DUL0510	66.0	all	sex	35.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL0510	66.0	all	sex	31.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL0510	66.0	all	ethnicity	40.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL0510	66.0	all	ethnicity	19.0	NA	hispanic	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL0510	66.0	all	ethnicity	5.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL0510	66.0	all	ethnicity	2.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL0510	66.0	all	bmi	66.0	NA	NA	33.7	NA	4.1	NA	NA	NA	kg/m^2	NA
Umpierrez2011	DUL0510	66.0	all	weight	66.0	NA	NA	94.8	NA	17.0	NA	NA	NA	kg	NA
Umpierrez2011	DUL0510	66.0	all	hba1c	66.0	NA	NA	8.25	NA	0.9	NA	NA	NA	percent	NA
Umpierrez2011	DUL1010	65.0	all	age	65.0	NA	NA	57.0	NA	12.0	NA	NA	NA	yr	NA
Umpierrez2011	DUL1010	65.0	all	sex	35.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL1010	65.0	all	sex	30.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL1010	65.0	all	ethnicity	39.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL1010	65.0	all	ethnicity	20.0	NA	hispanic	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL1010	65.0	all	ethnicity	6.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL1010	65.0	all	bmi	65.0	NA	NA	33.9	NA	4.0	NA	NA	NA	kg/m^2	NA
Umpierrez2011	DUL1010	65.0	all	weight	65.0	NA	NA	96.7	NA	17.0	NA	NA	NA	kg	NA
Umpierrez2011	DUL1010	65.0	all	hba1c	65.0	NA	NA	8.25	NA	1.0	NA	NA	NA	percent	NA
Umpierrez2011	DUL1020	65.0	all	age	65.0	NA	NA	54.0	NA	11.0	NA	NA	NA	yr	NA
Umpierrez2011	DUL1020	65.0	all	sex	34.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL1020	65.0	all	sex	31.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL1020	65.0	all	ethnicity	36.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL1020	65.0	all	ethnicity	23.0	NA	hispanic	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL1020	65.0	all	ethnicity	4.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL1020	65.0	all	ethnicity	2.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Umpierrez2011	DUL1020	65.0	all	bmi	65.0	NA	NA	34.2	NA	4.1	NA	NA	NA	kg/m^2	NA
Umpierrez2011	DUL1020	65.0	all	weight	65.0	NA	NA	98.6	NA	18.4	NA	NA	NA	kg	NA
Umpierrez2011	DUL1020	65.0	all	hba1c	65.0	NA	NA	8.43	NA	1.0	NA	NA	NA	percent	NA
