study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Blonde2015	all	884.0	NA	species	884.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	all	884.0	NA	sex	473.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	all	884.0	NA	sex	411.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	all	884.0	NA	ethnicity	697.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	all	884.0	NA	ethnicity	46.0	NA	american indian	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	all	884.0	NA	ethnicity	85.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	all	884.0	NA	ethnicity	35.0	NA	asian	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	all	884.0	NA	ethnicity	21.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	all	884.0	NA	healthy	884.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	all	884.0	NA	disease	884.0	NA	t2dm	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	all	884.0	NA	medication	884.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	Insulin
Blonde2015	GLAR	296.0	all	age	296.0	NA	NA	59.9	NA	9.1	NA	NA	NA	yr	NA
Blonde2015	GLAR	296.0	all	sex	165.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	GLAR	296.0	all	sex	131.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	GLAR	296.0	all	ethnicity	231.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	GLAR	296.0	all	ethnicity	17.0	NA	american indian	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	GLAR	296.0	all	ethnicity	26.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	GLAR	296.0	all	ethnicity	14.0	NA	asian	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	GLAR	296.0	all	ethnicity	8.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Blonde2015	GLAR	296.0	all	hba1c	296.0	NA	NA	8.53	NA	1.03	NA	NA	NA	percent	NA
Blonde2015	GLAR	296.0	all	weight	296.0	NA	NA	90.8	NA	18.9	NA	NA	NA	kg	NA
Blonde2015	GLAR	296.0	all	bmi	296.0	NA	NA	32.4	NA	5.3	NA	NA	NA	kg/m^2	NA
Blonde2015	GLAR	296.0	all	blood pressure systolic	296.0	NA	NA	133.3	NA	17.0	NA	NA	NA	mmHg	NA
