study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Blonde2015	GLAR	296.0	GLAR	hba1c	NA	plasma	NR	hba1c_GLAR	0.0	week	8.54073410922112	NA	NA	NA	0.239033124440461	NA	NA	percent	NA
Blonde2015	GLAR	296.0	GLAR	hba1c	NA	plasma	NR	hba1c_GLAR	13.0	week	7.01521933751119	NA	NA	NA	0.2094897045658	NA	NA	percent	NA
Blonde2015	GLAR	296.0	GLAR	hba1c	NA	plasma	NR	hba1c_GLAR	26.0	week	7.05550581915846	NA	NA	NA	0.25246195165623	NA	NA	percent	NA
Blonde2015	GLAR	296.0	GLAR	hba1c	NA	plasma	NR	hba1c_GLAR	52.0	week	7.30796777081468	NA	NA	NA	0.303491495076091	NA	NA	percent	NA
Blonde2015	DUL075	293.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	0.0	week	8.39570277529095	NA	NA	NA	0.23366159355416	NA	NA	percent	NA
Blonde2015	DUL075	293.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	13.0	week	6.89435989256938	NA	NA	NA	0.17994628469113	NA	NA	percent	NA
Blonde2015	DUL075	293.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	26.0	week	6.88898836168307	NA	NA	NA	0.209489704565801	NA	NA	percent	NA
Blonde2015	DUL075	293.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	52.0	week	7.11996418979409	NA	NA	NA	0.24171888988362	NA	NA	percent	NA
Blonde2015	DUL15	295.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	0.0	week	8.45210384959713	NA	NA	NA	0.24440465532677	NA	NA	percent	NA
Blonde2015	DUL15	295.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	13.0	week	6.89435989256938	NA	NA	NA	0.1933751119069	NA	NA	percent	NA
Blonde2015	DUL15	295.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	26.0	week	6.8272157564906	NA	NA	NA	0.20680393912265	NA	NA	percent	NA
Blonde2015	DUL15	295.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	52.0	week	7.05013428827215	NA	NA	NA	0.260519247985671	NA	NA	percent	NA
