study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	ci	se	cv	unit	comments
Weinstock2015	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	0.0	week	8.083860208232	NA	NA	NA	1.06312201591339	NA	0.0599001396696508	NA	percent	NA
Weinstock2015	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	4.0	week	7.67121463941138	NA	NA	NA	0.531562134481727	NA	0.0299501333073202	NA	percent	NA
Weinstock2015	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	8.0	week	7.48153075800333	NA	NA	NA	0.767810219656764	NA	0.0432612049311301	NA	percent	NA
Weinstock2015	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	12.0	week	7.36838607794845	NA	NA	NA	0.885935388769494	NA	0.04991680421554	NA	percent	NA
Weinstock2015	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	26.0	week	7.37171381411815	NA	NA	NA	1.06312201591339	NA	0.0599001396696508	NA	percent	NA
Weinstock2015	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	39.0	week	7.52479196293447	NA	NA	NA	1.06312201591339	NA	0.0599001396696508	NA	percent	NA
Weinstock2015	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	52.0	week	7.5680532948106	NA	NA	NA	1.12218572699478	NA	0.0632280027843502	NA	percent	NA
Weinstock2015	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	65.0	week	7.53144756221887	NA	NA	NA	1.18124718502593	NA	0.0665557389540501	NA	percent	NA
Weinstock2015	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	78.0	week	7.60133116428763	NA	NA	NA	1.29937235413866	NA	0.07321133823846	NA	percent	NA
Weinstock2015	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	91.0	week	7.63128117064995	NA	NA	NA	1.29937235413866	NA	0.07321133823846	NA	percent	NA
Weinstock2015	SITA	315.0	SITA	hba1c	NA	plasma	NR	hba1c_SITA	104.0	week	7.68785357414989	NA	NA	NA	1.29937235413849	NA	0.0732113382384503	NA	percent	NA
Weinstock2015	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	0.0	week	8.18036608049338	NA	NA	NA	1.21444642037183	NA	0.06988353859626	NA	percent	NA
Weinstock2015	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	4.0	week	7.45823622398042	NA	NA	NA	0.578307714173806	NA	0.0332778694770299	NA	percent	NA
