study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Gao2024	DUL075	33.0	DUL075	concentration	dulaglutide	plasma	ELISA	dulaglutide_DUL075	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	ng/ml	NA
Gao2024	DUL075	33.0	DUL075	concentration	dulaglutide	plasma	ELISA	dulaglutide_DUL075	2.63350402340892	hr	5.38384845463609	NA	NA	NA	3.94402808568283	0.686567164179105	NA	ng/ml	NA
Gao2024	DUL075	33.0	DUL075	concentration	dulaglutide	plasma	ELISA	dulaglutide_DUL075	4.68178493050475	hr	14.3569292123629	NA	NA	NA	6.6876997974624	1.16417910447765	NA	ng/ml	NA
Gao2024	DUL075	33.0	DUL075	concentration	dulaglutide	plasma	ELISA	dulaglutide_DUL075	8.77834674469641	hr	27.3379860418743	NA	NA	NA	9.77433047321406	1.70149253731345	NA	ng/ml	NA
Gao2024	DUL075	33.0	DUL075	concentration	dulaglutide	plasma	ELISA	dulaglutide_DUL075	12.5822970007315	hr	36.0119641076769	NA	NA	NA	12.1750432210207	2.1194029850746	NA	ng/ml	NA
Gao2024	DUL075	33.0	DUL075	concentration	dulaglutide	plasma	ELISA	dulaglutide_DUL075	24.8719824433065	hr	50.3688933200398	NA	NA	NA	14.0613175228692	2.44776119402985	NA	ng/ml	NA
Gao2024	DUL075	33.0	DUL075	concentration	dulaglutide	plasma	ELISA	dulaglutide_DUL075	37.7468910021945	hr	51.3858424725822	NA	NA	NA	14.4042764868418	2.5074626865672	NA	ng/ml	NA
Gao2024	DUL075	33.0	DUL075	concentration	dulaglutide	plasma	ELISA	dulaglutide_DUL075	50.0365764447695	hr	50.1894317048853	NA	NA	NA	12.5180021849934	2.17910447761195	NA	ng/ml	NA
Gao2024	DUL075	33.0	DUL075	concentration	dulaglutide	plasma	ELISA	dulaglutide_DUL075	62.618873445501	hr	44.6859421734795	NA	NA	NA	11.3176458110899	1.97014925373135	NA	ng/ml	NA
Gao2024	DUL075	33.0	DUL075	concentration	dulaglutide	plasma	ELISA	dulaglutide_DUL075	75.2011704462326	hr	42.2333000997009	NA	NA	NA	10.1172894371864	1.76119402985075	NA	ng/ml	NA
