study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Gao2024	all	68.0	NA	species	68.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Gao2024	all	68.0	NA	healthy	68.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	no clinically significant diseases, including but not limited to: gastrointenstinal, kidney, liver, blood, endocrine, tumor, lung, immune, or cardiovascular diseases\
Gao2024	all	68.0	NA	ethnicity	68.0	NA	chinese	NA	NA	NA	NA	NA	NA	NA	NA
Gao2024	all	68.0	NA	smoking	68.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Gao2024	all	68.0	NA	medication	68.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Gao2024	all	68.0	NA	overnight fast	68.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Gao2024	all	68.0	NA	sex	68.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Gao2024	all	68.0	NA	age	68.0	NA	NA	27.5	NA	5.98	NA	18.0	45.0	yr	NA
Gao2024	all	68.0	NA	height	68.0	NA	NA	172.21	NA	5.37	NA	NA	NA	cm	NA
Gao2024	all	68.0	NA	weight	68.0	NA	NA	68.85	NA	7.398	NA	50.0	NA	kg	NA
Gao2024	all	68.0	NA	bmi	68.0	NA	NA	23.22	NA	2.318	NA	NA	NA	kg/m^2	50 subjects with bmi less than 25, 18 with bmi more than 25
Gao2024	DUL075	33.0	all	age	33.0	NA	NA	28.3	NA	6.37	NA	18.0	45.0	yr	NA
Gao2024	DUL075	33.0	all	height	33.0	NA	NA	171.82	NA	6.063	NA	NA	NA	cm	NA
Gao2024	DUL075	33.0	all	weight	33.0	NA	NA	68.47	NA	8.35	NA	50.0	NA	kg	NA
Gao2024	DUL075	33.0	all	bmi	33.0	NA	NA	23.18	NA	2.421	NA	NA	NA	kg/m^2	24 subjects with bmi less than 25, 9 with bmi more than 25
Gao2024	HEC14028	35.0	all	age	35.0	NA	NA	26.7	NA	5.56	NA	18.0	45.0	yr	NA
Gao2024	HEC14028	35.0	all	height	35.0	NA	NA	172.57	NA	4.685	NA	NA	NA	cm	NA
Gao2024	HEC14028	35.0	all	weight	35.0	NA	NA	69.21	NA	6.477	NA	50.0	NA	kg	NA
Gao2024	HEC14028	35.0	all	bmi	35.0	NA	NA	23.26	NA	2.252	NA	NA	NA	kg/m^2	26 subjects with bmi less than 25, 9 with bmi more than 25
